task_id,type,example_id,arxiv_id,kind,categories,prompt,answer
2605.25464#6:bound-cloze:4,bound-cloze,2605.25464#6,2605.25464,corollary,hardness-of-approximation,"Assuming Strongish Planted Clique Hypothesis, for any function f: N → N , there is no f(k) · [MASK] time (2 - ε) -approximation algorithm for sc DAL k S for any ε > 0 .",n^ O(1)
2605.25464#6:paper-subarea:4,paper-subarea,2605.25464#6,2605.25464,corollary,hardness-of-approximation,"Assuming Strongish Planted Clique Hypothesis, for any function f: N → N , there is no f(k) · n^ O(1) time (2 - ε) -approximation algorithm for sc DAL k S for any ε > 0 .

[MASK]",hardness-of-approximation
2605.27098#1:paper-subarea:1,paper-subarea,2605.27098#1,2605.27098,theorem,hardness-of-approximation,"theorem thmnash For any constant ε > 0 , assuming the unique games conjecture, it is NP-hard to approximate the max Nash welfare by a factor better than sqrt [3] frac 81 65 - ε ≈ 1.0761 when agents have additive valuations.

[MASK]",hardness-of-approximation
2605.27098#2:paper-subarea:2,paper-subarea,2605.27098#2,2605.27098,theorem,hardness-of-approximation,"theorem thmbudget For any constant ε > 0 , assuming the unique games conjecture, it is NP-hard to approximate the max budgeted allocation by a factor better than frac 243 227 - ε ≈ 1.07 when agents have additive valuations.

[MASK]",hardness-of-approximation
2605.27098#3:paper-subarea:3,paper-subarea,2605.27098#3,2605.27098,theorem,hardness-of-approximation,"theorem thmgap For any constant ε > 0 , assuming the unique games conjecture, it is NP-hard to approximate the max generalized assignment problem by a factor better than frac 145 129 - ε ≈ 1.124 when agents have additive valuations.

[MASK]",hardness-of-approximation
2605.27098#10:paper-subarea:4,paper-subarea,2605.27098#10,2605.27098,theorem,hardness-of-approximation,"( ) For any positive integers q and k , let ([q]^k_0, η) be a probability space such that η is pairwise independent and balanced, and For all w ∈ [q]^k_0 , η(w) ≥ α > 0 for some constant α . Then, for all ε > 0 , there exists a τ > 0 and d > 0 such that the following holds for all positive integers R . Let f_1, f_2, ... , f_k be functions such that f_j: [q]^R_0 → [0, 1] and for all i ∈ [R] , Inf xspace _i^ ≤ d (f_j) ≤ τ , then | E _ w^1, ... , w^R [ Π _ j = 1 ^k f_j(w^1_ j , ... , w^R_ j ) ] - Π _ j = 1 ^k ( E _ w^1, ... , w^R [f_j(w^1_ j , ... , w^R_ j ) ] ) | ≤ ε. Here, each w^i is independent and distributed according to the probability space ([q]^k_0, η) .

[MASK]",hardness-of-approximation
2606.00951#7:paper-subarea:1,paper-subarea,2606.00951#7,2606.00951,theorem,total-search,"Assuming Conjecture , finding an ε -HZ equilibrium is PPAD-hard for some constant ε>0 .

[MASK]",total-search
2606.00951#16:bound-cloze:1,bound-cloze,2606.00951#16,2606.00951,lemma,total-search,"Let k_v be the fraction of vertices v such that p(G_ v,3 ) ≥ f(m) . Let k_e be the fraction of edges e such that p(G_e) ≥ f(m) . If f(m)=[MASK] , then k_v,k_e ≤ O (frac m^5 f(m) )=O (frac 1 m^ 15 ) .",m^ 20
2606.00951#17:bound-cloze:2,bound-cloze,2606.00951#17,2606.00951,lemma,total-search,"&|B_ A ^ 1 | = O (frac [MASK] f(m) n ); & For i ∈ A \ B_ A ^ 1 , α_i=Ω (frac 1 f(m) )",m^5
2606.00951#19:paper-subarea:2,paper-subarea,2606.00951#19,2606.00951,corollary,total-search,"i ∈ A \ B_ A ^ 1 , Σ _ j:u_ ij >0 x_ ij p(G_j) = 1pm O(1/m^ 20 )

[MASK]",total-search
2606.00951#21:bound-cloze:3,bound-cloze,2606.00951#21,2606.00951,lemma,total-search,"Fix any ell ∈ [3] , then cup_ v: p(G_ v,ell ) ≥ 1/[MASK] x^ 0 (G_ v,ell ,A)= O (frac m^5 f(m) )n.",m^4
2606.00951#22:bound-cloze:4,bound-cloze,2606.00951#22,2606.00951,lemma,total-search,"Let k_ e ^ 0 be the fraction of edges e where x^ 0 (G_e,A)>1/m . Then k_ e ^ 0 ≤ O (frac [MASK] f(m) )=O (frac 1 m^4 ) .",m^ 16
2606.00951#33:paper-subarea:3,paper-subarea,2606.00951#33,2606.00951,theorem,total-search,"Finding an ε - it RHZ with restriction is PPAD-hard for some constant ε>0 .

[MASK]",total-search
2606.04257#1:bound-cloze:1,bound-cloze,2606.04257#1,2606.04257,definition,average-case; derandomization; meta-complexity,We write S sststile [MASK] Con _ T (n) to mean that the family ( Con _ T (n))_n has polynomial-size S -proofs. We say S simulates T when this holds.,n^ O(1)
2606.04257#2:bound-cloze:2,bound-cloze,2606.04257#2,2606.04257,theorem,average-case; derandomization; meta-complexity,"Let S ⊇ S^1_2 be sound with polynomial-time decidable axioms, and assume S sststile [MASK] Con _ S (n) . Then the following are equivalent: There is a polynomial p such that S sststile n^ O(1) Con _ S (p(n)) → Con _ S + φ (n) . S sststile n^ O(1) Con _ S + φ (n) .",n^ O(1)
2606.04257#2:paper-subarea:1,paper-subarea,2606.04257#2,2606.04257,theorem,average-case; derandomization; meta-complexity,"Let S ⊇ S^1_2 be sound with polynomial-time decidable axioms, and assume S sststile n^ O(1) Con _ S (n) . Then the following are equivalent: There is a polynomial p such that S sststile n^ O(1) Con _ S (p(n)) → Con _ S + φ (n) . S sststile n^ O(1) Con _ S + φ (n) .

[MASK]",average-case; derandomization; meta-complexity
2606.04257#3:bound-cloze:3,bound-cloze,2606.04257#3,2606.04257,theorem,average-case; derandomization; meta-complexity,"Let S ⊇ S^1_2 be finitely axiomatized and sequential, and let φ be true. If EA vdash Con _ S → Con _ S + φ , then there is a polynomial p such that S sststile [MASK] Con _ S (p(n)) → Con _ S + φ (n) . In particular, S sststile n^ O(1) Con _ S + φ (n) .",n^ O(1)
2606.04257#3:paper-subarea:2,paper-subarea,2606.04257#3,2606.04257,theorem,average-case; derandomization; meta-complexity,"Let S ⊇ S^1_2 be finitely axiomatized and sequential, and let φ be true. If EA vdash Con _ S → Con _ S + φ , then there is a polynomial p such that S sststile n^ O(1) Con _ S (p(n)) → Con _ S + φ (n) . In particular, S sststile n^ O(1) Con _ S + φ (n) .

[MASK]",average-case; derandomization; meta-complexity
2606.04257#4:bound-cloze:4,bound-cloze,2606.04257#4,2606.04257,conjecture,average-case; derandomization; meta-complexity,"Let S ⊇ S^1_2 be a sound, finitely axiomatized sequential theory, and let φ be a true sentence. If EA not vdash Con _ S → Con _ S + φ , then for every constant c > 0 , Scenternot sststile [MASK] Con _ S + φ (n) . We expect the non-simulation implications of bf HRC /bf FR , bf KH , and related conjectures to extend to sound effective theories beyond the finitely axiomatized sequential class; no corresponding biconditional characterization is claimed there.",n^c
2606.04257#7:paper-subarea:3,paper-subarea,2606.04257#7,2606.04257,theorem,average-case; derandomization; meta-complexity,"For a sound theory S ⊇ S^1_2 , the following are equivalent. There exists a true sentence φ such that, for every constant c > 0 , Scenternot sststile n^c Con _ S + φ (n) . For all sufficiently large k and every constant c > 0 , Scenternot sststile n^c Con _ S^1_2 + φ_ BB (k) (n) .

[MASK]",average-case; derandomization; meta-complexity
2606.04257#9:paper-subarea:4,paper-subarea,2606.04257#9,2606.04257,theorem,average-case; derandomization; meta-complexity,"bf HRC implies bf KH . Moreover, assume bf HRC , let S ⊇ S^1_2 be a sound, finitely axiomatized, sequential theory, and let x ∈ R hold in the standard model. If EA + Con _ S not vdash x ∈ R , then Scenternot sststile n^ O(1) Con _ S + (x ∈ R) (n) .

[MASK]",average-case; derandomization; meta-complexity
2606.05834#1:bound-cloze:1,bound-cloze,2606.05834#1,2606.05834,theorem,average-case,"Suppose there is an efficient algorithm that has non-negligible advantage in solving LPN with n variables, t samples, and noise rate n^ -α for some constant α < 1 . Then, for any constant β > 0 such that α + β < 1 , and m = [MASK] , there are efficient algorithms algS and algD such that, for any A ∈ F _2^ m × n , either algS can decode the code generated by A from random noise of rate n^ -(α+β) , or algD can distinguish noisy codewords of the dual of this code from random for noise rate n^β/m .",O(t^2n^ 2β )
2606.05834#1:paper-subarea:1,paper-subarea,2606.05834#1,2606.05834,theorem,average-case,"Suppose there is an efficient algorithm that has non-negligible advantage in solving LPN with n variables, t samples, and noise rate n^ -α for some constant α < 1 . Then, for any constant β > 0 such that α + β < 1 , and m = O(t^2n^ 2β ) , there are efficient algorithms algS and algD such that, for any A ∈ F _2^ m × n , either algS can decode the code generated by A from random noise of rate n^ -(α+β) , or algD can distinguish noisy codewords of the dual of this code from random for noise rate n^β/m .

[MASK]",average-case
2606.05834#6:paper-subarea:2,paper-subarea,2606.05834#6,2606.05834,theorem,average-case,"Consider n, m, t ∈ Z and η, θ ∈ (0,1) such that t^2θ^2m < 1 . Suppose there exists an algorithm for Search LPN with sample count t , secret dimension n , and noise parameter τ = (1 - (1-2η)^ θ · m )/2 , which runs in time T and has advantage ε . Then there exist algorithms algD and algS such that for every matrix A ∈ F _ 2 ^ m × n , at least one of the following is true: algS runs in time poly (n, m, T, (1/ε)^ log _m(m/ε) ) and decodes codewords of A from random noise such that, \[Pr _ substack s gets F _ 2 ^n e gets Ber(η)^m [algS (A, As+e) = s^prime \ and \ wt (As^prime - (As + e)) ≤ 2η m] ≥ ε/2 - o(ε). \] algD runs in time poly (n,m) + T and distinguishes a sparse combination of rows of A from a uniform string such that, \[ Pr _ c gets F _ 2 ^n [algD (A, c^T) = 1] - Pr _ r gets cW (m,θ · m) [algD (A, r^TA) = 1] ≥ ε/2t. \]

[MASK]",average-case
2606.05834#7:bound-cloze:2,bound-cloze,2606.05834#7,2606.05834,theorem,average-case,"lemma lemmaadvlarge There exists an algorithm algS that, for any A ∈ F _[MASK] such that Adv(A) ≥ ε/2 , decodes the code generated by A from random Bernoulli noise of rate η , with success probability at least ε/2-o(ε) . More precisely, \[ Pr _ substack s gets F _ 2 ^n e gets Ber(η)^m [algS (A, As+e) = s^prime \ and \ wt (As^prime - (As + e)) ≤ 2η m] ≥ ε/2 - o(ε). \] Further, algS runs in time poly (n, m, T, (1/ε)^ log _m(m/ε) ) .",2^ m × n
2606.05834#7:paper-subarea:3,paper-subarea,2606.05834#7,2606.05834,theorem,average-case,"lemma lemmaadvlarge There exists an algorithm algS that, for any A ∈ F _2^ m × n such that Adv(A) ≥ ε/2 , decodes the code generated by A from random Bernoulli noise of rate η , with success probability at least ε/2-o(ε) . More precisely, \[ Pr _ substack s gets F _ 2 ^n e gets Ber(η)^m [algS (A, As+e) = s^prime \ and \ wt (As^prime - (As + e)) ≤ 2η m] ≥ ε/2 - o(ε). \] Further, algS runs in time poly (n, m, T, (1/ε)^ log _m(m/ε) ) .

[MASK]",average-case
2606.05834#8:bound-cloze:3,bound-cloze,2606.05834#8,2606.05834,theorem,average-case,"lemma lemmaadvsmall There exists an algorithm algD that, for any A ∈ F _[MASK] such that Adv(A) < ε/2 , distinguishes between random syndromes of the code with parity check matrix A and the uniform distribution with advantage at least ε/2t . More precisely, \[ Pr _ c gets F _ 2 ^n [algD (A, c^T) = 1] - Pr _ substack r gets cW (m, θ · m) [algD (A, r^TA) = 1] ≥ ε/2t. \] Further, algD runs in time T+ poly (n,m) .",2^ m × n
2606.05834#8:paper-subarea:4,paper-subarea,2606.05834#8,2606.05834,theorem,average-case,"lemma lemmaadvsmall There exists an algorithm algD that, for any A ∈ F _2^ m × n such that Adv(A) < ε/2 , distinguishes between random syndromes of the code with parity check matrix A and the uniform distribution with advantage at least ε/2t . More precisely, \[ Pr _ c gets F _ 2 ^n [algD (A, c^T) = 1] - Pr _ substack r gets cW (m, θ · m) [algD (A, r^TA) = 1] ≥ ε/2t. \] Further, algD runs in time T+ poly (n,m) .

[MASK]",average-case
2606.05834#11:bound-cloze:4,bound-cloze,2606.05834#11,2606.05834,corollary,average-case,"Consider any polynomial t(n) ∈ Z with t(n) > n , constants α, β ∈ (0.01, 0.99) with α + β ∈ (0.01, 0.99) , and m(n) = ceil 2[MASK]^ 2β . Suppose that for every pair of PPT algorithms (algS , algD ) , there exists a negligible function negl such that, for all large enough n , there exists an F _2 -matrix A of dimension m × n for which both of these conditions are true: Pr [algS (A, As+e) = s^prime \ and \ wt (As^prime - (As + e)) ≤ 2 m/n^ α+β ] ≤ negl(n) , where s gets F _ 2 ^n , e gets Ber(n^ -(α + β) )^ m . abs Pr [algD (A, c^T) = 1] - Pr [algD (A, r^TA) = 1] ≤ negl(n) , where c gets F _ 2 ^n, r gets cW (m,n^ β ) . Then, for the Search LPN problem with sample count t(n) , secret dimension n , and noise parameter n^ -α , no PPT algorithm has non-negligible advantage.",t^2n
2606.07205#3:paper-subarea:1,paper-subarea,2606.07205#3,2606.07205,theorem,space-complexity,"Assume that r = log ^ o(1) n , log n ≤ d ≤ log ^a n for some constant a > 1 and n^ -100 < ε < n^ -c for an arbitrarily small constant c > 0 . Then the Softmax KDE problem can be solved using tilde O qty (qty (frac 1 ε )^ 1 - frac 1 a + o(1) ) memory, where tilde O ( · ) suppresses O( poly log (n)) factors. Furthermore, this bound is tight when d = Θ( log ^a n) for any constant a > 2 , i.e. there is a tilde Ω qty (min qty n, qty (frac 1 ε )^ 1 - frac 1 a - o(1) ) lower bound for the streaming space complexity.

[MASK]",space-complexity
2606.07205#4:bound-cloze:1,bound-cloze,2606.07205#4,2606.07205,theorem,space-complexity,"Assume that r^2 = [MASK] , i.e. e^ r^2 = n^ Ω(1) . Then the Softmax KDE problem can be solved using tilde O qty (frac e^ r^2(1 + o(1)) ε ) memory. Furthermore, this bound is almost tight for any d = ( log n)^ 1 + Ω(1) , i.e. there is a tilde Ω qty (min qty n, frac e^ r^2(1 - o(1)) ε ) lower bound for the streaming space complexity.",Ω( log n)
2606.07205#4:paper-subarea:2,paper-subarea,2606.07205#4,2606.07205,theorem,space-complexity,"Assume that r^2 = Ω( log n) , i.e. e^ r^2 = n^ Ω(1) . Then the Softmax KDE problem can be solved using tilde O qty (frac e^ r^2(1 + o(1)) ε ) memory. Furthermore, this bound is almost tight for any d = ( log n)^ 1 + Ω(1) , i.e. there is a tilde Ω qty (min qty n, frac e^ r^2(1 - o(1)) ε ) lower bound for the streaming space complexity.

[MASK]",space-complexity
2606.07205#6:paper-subarea:3,paper-subarea,2606.07205#6,2606.07205,theorem,space-complexity,"color orange (Boris: Softmax is flat (i.e. it is simeq frac 1 sqrt n ) in this regime r = Θ(1) .) Assume that r = Θ(1) , log n ≤ d ≤ log ^a n for some a > 1 and ε < n^ -c for any constant c > 0 . Then the problem can be solved using tilde O qty (qty (frac 1 ε )^ 1 - frac 1 a + o(1) ) memory, where tilde O ( · ) suppresses O( poly log (n)) factors. Furthermore, this bound is tight up to poly-logarithmic factors for any d ≥ log ^a n , a > 2 , i.e. there is a tilde Ω qty (min qty n, qty (frac 1 ε )^ 1 - frac 1 a + o(1) ) lower bound for communication complexity of the problem with the same o(1) = frac log log d log d in the exponent.

[MASK]",space-complexity
2606.07205#7:bound-cloze:2,bound-cloze,2606.07205#7,2606.07205,theorem,space-complexity,"Assume that d = [MASK], r^2 = Ω( log n), r^2 < frac log n 2 , i.e. e^ r^2 = n^ Ω(1) . Then there is a tilde Ω qty (min qty n, frac e^ r^2(1 - o(1)) ε ) lower bound for communication complexity of the problem . o(1) in this case is Oqty ( sqrt frac log n d ) .",ω( log n)
2606.07205#7:paper-subarea:4,paper-subarea,2606.07205#7,2606.07205,theorem,space-complexity,"Assume that d = ω( log n), r^2 = Ω( log n), r^2 < frac log n 2 , i.e. e^ r^2 = n^ Ω(1) . Then there is a tilde Ω qty (min qty n, frac e^ r^2(1 - o(1)) ε ) lower bound for communication complexity of the problem . o(1) in this case is Oqty ( sqrt frac log n d ) .

[MASK]",space-complexity
2606.07205#9:bound-cloze:3,bound-cloze,2606.07205#9,2606.07205,proposition,space-complexity,"Let f: R ^d → R be a multivariate polynomial with degree at most t . The number of monomials of f is at most d - 1 choose d - 1 + d choose d - 1 + ... + d + t - 1 choose d - 1 = d + t choose t ≤ frac (d+t)^t t! . Moreover, when d = d(t) = [MASK] , this bound is (1+o_t(1))frac d^t t! .",ω(t^2)
2606.07205#20:bound-cloze:4,bound-cloze,2606.07205#20,2606.07205,corollary,space-complexity,"For any x , the function f(s):=e^ xs-[MASK]/2 satisfies f^ (l) (s) = He _l(x-s)f(s) for all s .",s^2
2606.07453#12:paper-subarea:1,paper-subarea,2606.07453#12,2606.07453,corollary,hardness-of-approximation,"Suppose X_1 and Y_2 are not empty where X_1 and Y_1 are not consecutive (e.g. A_1 and C_2 ). Then Y_2= Y^1_2 ∪ Y^2_2 so that X_1 and Y_2^2 forms a clique and X_1 ∪ Y^1_2 is independent.

[MASK]",hardness-of-approximation
2606.07453#23:paper-subarea:2,paper-subarea,2606.07453#23,2606.07453,theorem,hardness-of-approximation,"Let H be a (P_6, C_3) -free graph consisting of a ring of 5 vertex sets V_1, ... , V_5 where every vertex lies on a 5-cycle. The size of the Minimum Odd Cycle Transversal of H is equal to the minimum size of a Vertex Cover among the five bipartite subgraphs induced by consecutive sets (V_i, V_ i+1 ) . \[ OCT(H) = min _ i=1 ^5 { τ(H[V_i ∪ V_ i+1 ]) } \] where τ(G) denotes the vertex cover number.

[MASK]",hardness-of-approximation
2606.07453#29:paper-subarea:3,paper-subarea,2606.07453#29,2606.07453,theorem,hardness-of-approximation,"The vertex set of G is partitioned into cup_ i=0 ^ k-1 V_i . Moreover, each V_i is an independent set, and edges exist only between consecutive sets V_i and V_ i+1 . Consequently, the Minimum OCT is simply the set V_i of minimum cardinality.

[MASK]",hardness-of-approximation
2606.07453#46:paper-subarea:4,paper-subarea,2606.07453#46,2606.07453,corollary,hardness-of-approximation,"The OCT problem on G reduces to breaking the odd-length macroscopic ring H . Because k-1 is odd, any valid odd cycle transversal must remove all vertices from at least one partition V_j , or sever the connections between V_j and V_ j+1 . Since V_j and V_ j+1 are independent sets, the subgraph H[V_j ∪ V_ j+1 ] is bipartite. Breaking the ring optimally is equivalent to computing the Minimum Vertex Cover for the bipartite graph H[V_j ∪ V_ j+1 ] for each j ∈ {0, ... , k-2} , and taking the global minimum. This can be computed exactly in polynomial time.

[MASK]",hardness-of-approximation
2606.09588#1:paper-subarea:1,paper-subarea,2606.09588#1,2606.09588,theorem,hardness-of-approximation; interactive-proofs; quantum-complexity,"Every language in sc QMA has a ( poly , polylog , polylog ) -qIOP. In addition, the qIOP has completeness exponentially close to 1 and the honest prover is efficient, i.e.\ it can be executed in quantum polynomial time provided it is initially given access to the right quantum witness.

[MASK]",hardness-of-approximation; interactive-proofs; quantum-complexity
2606.09588#2:bound-cloze:1,bound-cloze,2606.09588#2,2606.09588,definition,hardness-of-approximation; interactive-proofs; quantum-complexity,"Let C = ker (H) be a classical code, where H ∈ F _[MASK] is a parity-check matrix. We say that C is locally testable with soundness ρ if for all x ∈ F _2^n , it holds that \[ frac 1 m |Hx| ≥ ρ frac d_H(x, C) n , \] where |x| denotes the Hamming weight (number of nonzero coordinates) of x and d_H(x, C) denotes the Hamming distance between x and the code C .",2^ m × n
2606.09588#3:bound-cloze:2,bound-cloze,2606.09588#3,2606.09588,definition,hardness-of-approximation; interactive-proofs; quantum-complexity,"Let c ∈ Z _+ . Let C = ker (H) be a classical locally testable code, where H ∈ F _[MASK] is a parity-check matrix. Define the local tester tt T for the code C as the following procedure: Given input w ∈ F _2^n , Randomly sample i_1, ... , i_c ∈ _R [m] , Compute r = H_ i_1 vdots H_ i_c · w ∈ F _2^c, Reject if \( vee_ j ∈ [c] r_j = 1 \) (i.e., any parity constraint is violated).",2^ m × n
2606.09588#4:bound-cloze:3,bound-cloze,2606.09588#4,2606.09588,lemma,hardness-of-approximation; interactive-proofs; quantum-complexity,"Let C = ker (H) be a locally testable code with soundness ρ , where each row of H has weight at most R . Let κ > ρ . Then, there exists a code tester for C with query complexity Q such that for all x ∈ F _[MASK] , \[ Pr [ verifier rejects x] ≥ 1 - (1 - ρ · frac d_H(x, C) n )^ Q/R . \] Furthermore, there exists a code tester for C with query complexity \[ Q = R · frac κ ρ · frac log (1/ε) 1 - ε \] such that for all x ∈ F _2^n , it holds that \[ Pr [ verifier rejects x] ≥ min {κ · frac d_H(x, C) n , 1 - ε } . \]",2^n
2606.09588#7:bound-cloze:4,bound-cloze,2606.09588#7,2606.09588,definition,hardness-of-approximation; interactive-proofs; quantum-complexity,"Let e ∈ F _[MASK] and let W be a single-qubit operator. Define W(e) = W^ e_1 ⊗ W^ e_2 ⊗ ... ⊗ W^ e_n , that is, W(e) applies W at each position i where e_i = 1 and applies the identity operator otherwise.",2^n
2606.09588#16:paper-subarea:2,paper-subarea,2606.09588#16,2606.09588,theorem,hardness-of-approximation; interactive-proofs; quantum-complexity,"There exists a polynomial-time algorithm that, given an integer N (in unary), returns explicit descriptions of parity-check matrices H_X and H_Z on Θ(N) qubits such that the following properties hold: The weight of each row of H_X and H_Z is Θ(1) ; The code C = CSS (H_X, H_Z) has dimension Θ(N) and distance Θ(frac N ( log N)^3 ) ; C is a quantum locally testable code (qLTC) with soundness parameter ρ = Ω(frac 1 ( log N)^3 ) .

[MASK]",hardness-of-approximation; interactive-proofs; quantum-complexity
2606.09588#21:paper-subarea:3,paper-subarea,2606.09588#21,2606.09588,theorem,hardness-of-approximation; interactive-proofs; quantum-complexity,"There exists a constant δ_0 ∈ (0, 1) such that for all n ∈ Z ^+ and all δ < δ_0 , the language sc Circuit Value has a PCP of proximity (for circuits of size n ) with the following parameters: randomness complexity O( log n) , query complexity O(1) , perfect completeness, and soundness error 1 - Ω(δ) for proximity parameter δ .

[MASK]",hardness-of-approximation; interactive-proofs; quantum-complexity
2606.09588#31:paper-subarea:4,paper-subarea,2606.09588#31,2606.09588,theorem,hardness-of-approximation; interactive-proofs; quantum-complexity,"There exist polynomials p and q such that the problem DLH (5, 2^ -p(n) , 1/q(n)) is QMA-complete.

[MASK]",hardness-of-approximation; interactive-proofs; quantum-complexity
2606.11283#7:paper-subarea:1,paper-subarea,2606.11283#7,2606.11283,theorem,parameterized,"If there is an (ε, δ) -DP α -accurate algorithm that runs in time T for answering queries from the family F , then there is an (ε, δ) -DP O(α) -accurate algorithm for the synthetic data generation problem with running time T + O (frac log (| F |/α) α^2 ) + poly (d,| F |,2^ tw ( F ) , size ( F )) .

[MASK]",parameterized
2606.11283#9:paper-subarea:2,paper-subarea,2606.11283#9,2606.11283,theorem,parameterized,"For appropriate values of τ, m, η with m, nicefrac 1 τ ≤ poly (d,| F |,n) , Cref alg:IPMWU is α -accurate with respect to F for \[ style αlesssim (frac d nε ln (| F |dnε ) )^ 1/3 for pure-DP, and αlesssim (frac sqrt dln (1/δ) nε ln (| F |dnε ) )^ 1/2 for approximate-DP. \]

[MASK]",parameterized
2606.11283#10:paper-subarea:3,paper-subarea,2606.11283#10,2606.11283,theorem,parameterized,"For appropriate values of τ, m, η , Cref alg:IPMWU is (ε,δ) -DP, α -accurate for α as in Cref thm:implicit_pmwu_accuracy and runs in time poly (d,| F |,n,2^ tw ( F ) , size ( F )) .

[MASK]",parameterized
2606.11283#14:bound-cloze:1,bound-cloze,2606.11283#14,2606.11283,corollary,parameterized,"The residuals can be evaluated with only downward information, i.e., R_f(t,x)= {f(y): ∃ y ∈ {0,1}^ I_[MASK] , y|_ I_t =x}.",t^ downarrow
2606.11283#14:paper-subarea:4,paper-subarea,2606.11283#14,2606.11283,corollary,parameterized,"The residuals can be evaluated with only downward information, i.e., R_f(t,x)= {f(y): ∃ y ∈ {0,1}^ I_t^ downarrow , y|_ I_t =x}.

[MASK]",parameterized
2606.11283#15:bound-cloze:2,bound-cloze,2606.11283#15,2606.11283,definition,parameterized,"Let (T,{X_t}_ t ∈ V(T) ) be a tree decomposition of G( cal F ) . For t ∈ V(T) , let C_t be the set of its children. If s ∈ C_t , let Forget (s → t) triangleq X_ssmallsetminus X_t , and let Forget _[MASK] triangleq X_ t ^ downarrow smallsetminus X_t . We define its value function mathtt val as follows: for t ∈ V(T) and a consistent assignment σ=(x,u) , mathtt val [t,σ] = oplus_ y ∈ {0,1}^ I_t^ downarrow : y|_ I_t =x quad otimes_ f ∈ cal F ∩ size Forget _t^ downarrow ψ(z_f · f(y)). If σ is inconsistent, then mathtt val [t,σ]= 0 .",t^ downarrow
2606.11283#22:bound-cloze:3,bound-cloze,2606.11283#22,2606.11283,proposition,parameterized,"If cal S ⊆ [MASK] is a laminar family, then its incidence graph treewidth is at most the depth of its tree representation. This upper bound is tight in the worst case.",2^ d
2606.11283#25:bound-cloze:4,bound-cloze,2606.11283#25,2606.11283,proposition,parameterized,Suppose I_1 ≤ ... ≤ I_d . Then the family of lattice queries has treewidth [MASK] .,O( Π _ k=1 ^ d-1 I_k)
2606.13367#1:bound-cloze:1,bound-cloze,2606.13367#1,2606.13367,theorem,proof-complexity,[ cf. ] \ If a formula has an F-proof with k steps than it has a tree-like F-proof with [MASK] steps.,O(k log k)
2606.13367#1:paper-subarea:1,paper-subarea,2606.13367#1,2606.13367,theorem,proof-complexity,"[ cf. ] \ If a formula has an F-proof with k steps than it has a tree-like F-proof with O(k log k) steps.

[MASK]",proof-complexity
2606.13367#5:bound-cloze:2,bound-cloze,2606.13367#5,2606.13367,theorem,proof-complexity,"\ Assume that the equivalence C equiv D has a CF-proof with k steps. Then there are t ≤ [MASK] and circuits E_i , 0 ≤ i ≤ t , such that: E_i equiv C , all i , E_0 = C and E_t = D , E_i ≈ E_ i+1 for all i < t , |E_i| ≤ |C| + 7(i-1) , all i ≤ t .",O(k log k)
2606.13367#5:paper-subarea:2,paper-subarea,2606.13367#5,2606.13367,theorem,proof-complexity,"\ Assume that the equivalence C equiv D has a CF-proof with k steps. Then there are t ≤ O(k log k) and circuits E_i , 0 ≤ i ≤ t , such that: E_i equiv C , all i , E_0 = C and E_t = D , E_i ≈ E_ i+1 for all i < t , |E_i| ≤ |C| + 7(i-1) , all i ≤ t .

[MASK]",proof-complexity
2606.13576#2:paper-subarea:1,paper-subarea,2606.13576#2,2606.13576,theorem,meta-complexity,"Let cF be a class of VC dimension d . Then, there exists a single algorithm that, given a realizable ERM oracle for cF , runs in time poly (T^d, p(T)) and, for every p -time samplable P^star and every f^star ∈ cF , achieves o(T) regret, where the rate depends only on P^star and d .

[MASK]",meta-complexity
2606.13576#4:paper-subarea:2,paper-subarea,2606.13576#4,2606.13576,theorem,meta-complexity,"For any class of VC dimension d , given access to N samples from an approximate simulator P , and any f^star ∈ cF , there is an algorithm that achieves expected regret upper bound \[ E Reg (cF ,T) lesssim d log (T) + frac dT N + d · KL dvr * P^star P + KL dvr * P^star P ( frac T log (1+ N/T ) ). \]

[MASK]",meta-complexity
2606.13576#5:paper-subarea:3,paper-subarea,2606.13576#5,2606.13576,theorem,meta-complexity,"Let B>0 be arbitrary, and let ρ( · ) denote the spectral radius of a matrix. Then, for any class cF of VC dimension d , there is a poly (n,T) -time algorithm that, given an agnostic ERM oracle for cF , achieves sublinear expected regret in the agnostic setting for all P^star evolving according to cref eq:lds with A^star ∈ [-B,B]^ n × n with ρ(A^star ) ≤ 1 .

[MASK]",meta-complexity
2606.13576#7:paper-subarea:4,paper-subarea,2606.13576#7,2606.13576,theorem,meta-complexity,"Assume conditional sampling access to simulator P . Then, given access to an agnostic ERM oracle for the class cF of VC dimension d , there exists an algorithm running in poly (T) time, with regret in the agnostic setting \[ E Reg (cF ,T) lesssim sqrt d T (1 + KL dvr * P^star P ) . \]

[MASK]",meta-complexity
2606.13576#8:bound-cloze:1,bound-cloze,2606.13576#8,2606.13576,theorem,meta-complexity,"theorem StatDistTrans Let cF be a VC dimension d class, and let P^star be an arbitrary distribution in Δ(cX ^T) . Let N ∈ bbN be arbitrary. Then, there exists an algorithm that makes at most N oracle calls to O _ P , at most N^ [MASK] calls to a realizable ERM oracle w.r.t. cF , and achieves regret \[ E Reg lesssim d log T + frac dT N + d · KL dvr * P^star P + frac T log (1 + N/T ) · KL dvr * P^star P . \]",O(d)
