paper_id,arxiv_id,title,year,venue_short,categories,status,n_examples,source_chars,classes_used,problems_used,hypotheses_used
arxiv:2508.10550,2508.10550,On Kernelization with Access to NP-Oracles,2025,,parameterized; structural,ok,16,97700,FPT:42; NP:202; P:152; PSPACE:7; Pi2P:19; Sigma2P:35; SigmaP:6; XP:1; coNP:11; paraNP:1,Hitting Set:1; SAT:12; Set Cover:1; Vertex Cover:29,
arxiv:2508.10562,2508.10562,On Fixed-Parameter Tractability of Weighted 0-1 Timed Matching Problem on Temporal Graphs,2025,,parameterized,ok,12,37952,APX:1; FPT:2; NP:15; PTAS:1,Dominating Set:1; Independent Set:27,
arxiv:2508.13200,2508.13200,"An Intrinsic Barrier for Resolving P = NP (2-SAT as Flat, 3-SAT as High-Dimensional Void-Rich)",2025,,meta-complexity; structural,ok,77,219294,NP:35; P:25; PH:3; sharpP:20,3SAT:126; Hamiltonian Path/Cycle:1; Kolmogorov Complexity:1; Local Hamiltonian:6; Parity:7; Pigeonhole:1; SAT:65; Search/Grover:1,P != NP:10
arxiv:2508.14831,2508.14831,$\mathrm{TIME}[t]\subseteq \mathrm{SPACE}[O(\sqrt{t})]$ via Tree Height Compression,2025,,space-complexity; structural,gone,0,0,,,
arxiv:2508.19794,2508.19794,Symmetric Parameterised Holants on Hypergraphs: Towards a Classification for Parameterised VCSPs,2025,,counting-complexity; parameterized,ok,51,198723,E:5; FPT:50; NP:6; P:52; Wk:2; Wt:1; sharpP:47,3SAT:2; CSP:39; Hitting Set:7; Matching:9; Partition Function:283; SAT:5,ETH:18; P != NP:1
arxiv:2508.21020,2508.21020,QIP $ \subseteq $ AM(2QCFA),2025,,interactive-proofs; quantum-complexity,ok,8,43046,AM:11; ASPACE:4; DTIME:1; E:1; EXP:1; IP:1; L:1; NEXP:3; NP:2; P:1; PSPACE:10; QIP:4,Knapsack:10,
arxiv:2509.06435,2509.06435,Linear Matroid Intersection is in Catalytic Logspace,2025,,space-complexity,ok,41,101227,GapL:1,Determinant:3; Independent Set:116; Matching:29; Parity:2; Tree Evaluation:1,
arxiv:2509.06928,2509.06928,On the Bit Size of Sum-of-Squares Proofs for Symmetric Formulations,2025,,proof-complexity,ok,25,94079,,CSP:1; Knapsack:2,
arxiv:2509.15319,2509.15319,Unentanglement and Post-Measurement Branching in Quantum Interactive Proofs,2025,,interactive-proofs,ok,20,77672,AM:13; BPP:1; BPP^PP:1; BQP:7; BQP^NP:1; BQP^NP^PP:5; BQP^NP^PP^NP^PP:1; CH:1; E:16; EXP:1; IP:10; MIP:2; MIPstar:3; NEXP:42; NP^PP:3; P:1; PCP:7; PH:1; PP:15; PSPACE:7; QAM:32; QCMA:36; QIP:90; QMA:32,Majority:2,
arxiv:2509.18057,2509.18057,Reinforced Generation of Combinatorial Structures: Hardness of Approximation,2025,,hardness-of-approximation,ok,41,167218,AM:1; E:12; MIP:14; NP:41; P:95; PCP:3,3SAT:1; CSP:44; Graph Isomorphism:1; Hamiltonian Path/Cycle:2; Independent Set:7; Label Cover:1; MAX-SAT:1; Max-Cut:14; Parity:1; SAT:3; TSP:27; Unique Games:1,P != NP:1; Unique Games Conjecture:1
arxiv:2509.20350,2509.20350,Nonlocal Games in the High-Noise Regime: Optimal Quantum Values and Rigidity,2025,,interactive-proofs,ok,60,173370,MIPstar:6; P:1; UP:2,Parity:8,
arxiv:2509.20697,2509.20697,Average-Case Complexity of Quantum Stabilizer Decoding,2025,,average-case; quantum-complexity,ok,80,312488,E:191; L:4; NP:3; P:127; PCP:1; RP:1; sharpP:2,Error-Correcting Code:21; Learning Parity with Noise:139; Majority:7; Matrix Multiplication:2; Orthogonal Vectors:1; Parity:8; SVP/CVP:4,
arxiv:2509.25445,2509.25445,Designing Compact ILPs via Fast Witness Verification,2025,,parameterized,ok,40,72874,FPT:15; NP:12; Wk:53; coNP:2,SAT:1; Set Cover:9; Subset Sum:1; Vertex Cover:45,
arxiv:2510.00832,2510.00832,Boundaried Kernelization via Representative Sets,2025,,parameterized,ok,34,110892,NP:4; P:1; coNP:1,Dominating Set:3; Hamiltonian Path/Cycle:2; Independent Set:9; Matching:9; Vertex Cover:38,P != NP:1
arxiv:2510.01333,2510.01333,Derandomised tensor product gap amplification for quantum Hamiltonians,2025,,derandomization; hardness-of-approximation; quantum-complexity,ok,51,151247,AM:1; MIP:1; MIPstar:3; NP:4; PCP:41; QMA:23; QMA1:1,CSP:13; Local Hamiltonian:14,ETH:1
arxiv:2510.01953,2510.01953,Formal Framework for Quantum Advantage,2025,,meta-complexity; quantum-complexity,ok,23,40047,BQP:13; L:48; NP:12; QCMA:3; QMA:1,Factoring/Discrete Log:1; Kolmogorov Complexity:16; Local Hamiltonian:1; SAT:23,ETH:1; SETH:1
arxiv:2510.03477,2510.03477,The quantum smooth label cover problem is undecidable,2025,,hardness-of-approximation; interactive-proofs,ok,45,116623,CZK:5; L:58; MIP:16; MIPstar:20; NEXP:1; NP:6; PCP:3,3SAT:16; CSP:32; Label Cover:54; Max-Cut:2; SAT:50; Unique Games:14,P != NP:1; Unique Games Conjecture:10
arxiv:2510.04448,2510.04448,Quantum Cryptography and Hardness of Non-Collapsing Measurements,2025,,average-case,ok,48,150137,AH:5; BQP:2; CZK:9; E:2; NP:2; P:8; PDQP:32; PP:6; PPP:6; SZK:17; SampBQP:7,Kolmogorov Complexity:1; Learning Parity with Noise:3,Cryptographic Assumptions:4; One-Way Functions Exist:1; P != NP:2; Random Oracle / Relativization:2
arxiv:2510.04918,2510.04918,A Polynomial Space Lower Bound for Diameter Estimation in Dynamic Streams,2025,,space-complexity,ok,72,186754,E:25; L:23; P:23,Determinant:2; Index:1; Majority:7,
arxiv:2510.04973,2510.04973,Quantum walks through generalized graph composition,2025,,query-complexity,ok,58,166907,,Orthogonal Vectors:1,
arxiv:2510.05262,2510.05262,Peaked quantum advantage using error correction,2025,,average-case; quantum-complexity; structural,ok,23,87948,GapP:3; IQP:2; L:1; P:1; sharpP:1,Error-Correcting Code:17; Parity:4; Quantum Circuit Sampling:1,ETH:1
arxiv:2510.05806,2510.05806,Parameterized Complexity of Temporal Connected Components: Treewidth and k-Path Graphs,2025,,parameterized,ok,40,165903,FPT:38; NP:35; XP:15; coNP:5; paraNP:51,Clique:1; Pigeonhole:2; Vertex Cover:1,
arxiv:2510.06321,2510.06321,Quantum advantage from random geometrically-two-local Hamiltonian dynamics,2025,,average-case; quantum-complexity,ok,35,134802,BPP:10; BPP^NP:15; IQP:2; NP:3; P:33; PH:6; P^NP:1; sharpP:3,Local Hamiltonian:5; Majority:1; Permanent:2; Quantum Circuit Sampling:9,PH does not collapse:2
arxiv:2510.07162,2510.07162,MIPco=coRE,2025,,interactive-proofs,ok,143,749721,E:83; IP:1; L:657; L^P:120; MIP:172; NEXP:5; NP:1; P:5; PCP:14; PSPACE:1,3SAT:1; CSP:2; Error-Correcting Code:3; Independent Set:2; Majority:1; Unique Games:1; Word Problem:1,Unique Games Conjecture:1
arxiv:2510.07250,2510.07250,Efficient reductions from a Gaussian source with applications to statistical-computational tradeoffs,2025,,average-case,ok,36,318810,,Clique:1; Partition Function:1; Planted Clique:19,
arxiv:2510.07495,2510.07495,3-Local Hamiltonian Problem and Constant Relative Error Quantum Partition Function Approximation: $O(2^{\frac{n}{2}})$ Algorithm Is Nearly Optimal under QSETH,2025,,counting-complexity; fine-grained; quantum-complexity,ok,35,130016,BQP:4; P:1; QMA:13,Edit Distance:1; Hamiltonian Path/Cycle:8; Local Hamiltonian:51; Max-Cut:1; Orthogonal Vectors:1; Partition Function:32; SAT:28; k-SAT:5,ETH:5; SETH:8
arxiv:2510.11550,2510.11550,On the Complexity of Stationary Nash Equilibria in Discounted Perfect Information Stochastic Games,2025,,total-search,ok,12,82255,E:2; NE:3; P:30; PPAD:46; UEOPL:3,Nash Equilibrium:52,
arxiv:2510.15268,2510.15268,Oblivious Complexity Classes Revisited: Lower Bounds and Hierarchies,2025,,interactive-proofs; structural,ok,40,60268,ACC0:1; BPE:1; BPP:8; BPTIME:7; DTIME:1; Delta3E:3; E:4; E^NP:1; FS2P:9; MA:7; NE:1; NEXP:4; NP:32; NTIME:3; P:30; PP:3; P^NP:3; Pi2E:1; Pi3E:1; RP:2; S2E:17; S2P:35; SIZE:32; Sigma2E:1; Sigma2P:7; Sigma3E:1; Sigma4P:1; ZPP^NP:3; coNP:4,Error-Correcting Code:1; Kolmogorov Complexity:1; Majority:2; Range Avoidance:11; Rigid Matrix:1; SAT:1,P != NP:1
arxiv:2510.15712,2510.15712,PLS-complete problems with lexicographic cost functions: Max-$k$-SAT and Abelian Permutation Orbit Minimization,2025,,total-search,ok,23,88859,FP:1; PLS:10,3SAT:1; Circuit Evaluation:1; MAX-SAT:2; Max-Cut:3; Nash Equilibrium:6; SAT:44; TSP:1,
arxiv:2510.15721,2510.15721,Quantum Worst-Case to Average-Case Reduction for Matrix-Vector Multiplication,2025,,average-case; fine-grained,ok,18,49161,,Factoring/Discrete Log:1; Matrix Multiplication:1,
arxiv:2510.16336,2510.16336,A (Very) Nearly Optimal Sketch for $k$-Edge Connectivity Certificates,2025,,space-complexity,ok,9,42424,,,
arxiv:2510.17344,2510.17344,On Algorithmic Meta-Theorems for Solution Discovery: Tractability and Barriers,2025,,descriptive-logic; parameterized,ok,24,207528,XNLP:1,Clique:4; Dominating Set:2; Independent Set:3; Model Checking:6; Vertex Cover:2,
arxiv:2510.18177,2510.18177,Coloring Graphs with Few Colors in the Streaming Model,2025,,space-complexity,ok,90,282943,L:18; NP:7; Wk:1,Graph Coloring:36; Index:21; Majority:1; Pigeonhole:1; Set Cover:1; Set Disjointness:5; TSP:1,
arxiv:2511.02262,2511.02262,Complexity of counting points on curves and the factor $P_1(T)$ of the zeta function of surfaces,2025,,interactive-proofs,ok,36,101626,AM:16; BPP:1; BQP:7; NP:10; P:35; coAM:8; coNP:3; sharpP:1,Counting Solutions:1; Factoring/Discrete Log:4; Graph Isomorphism:1; Majority:1,
arxiv:2511.04125,2511.04125,"SVP$_p$ is Deterministically NP-Hard for all $p > 2$, Even to Approximate Within a Factor of $2^{\log^{1-\varepsilon} n}$",2025,,hardness-of-approximation,ok,40,83973,NP:37; P:22; PCP:113; RP:6,CSP:12; Pigeonhole:1; SAT:18; SVP/CVP:15,
arxiv:2511.04308,2511.04308,A Compendium of Reductions: reductions.network,2025,,hardness-of-approximation; parameterized,ok,0,23710,NP:8; PCP:2; sharpP:4,Unique Games:2; Vertex Cover:3,Unique Games Conjecture:2
arxiv:2511.08050,2511.08050,Semi-Algebraic Proof Systems for QBF,2025,,proof-complexity,ok,28,112000,AH:4; NC1:1; TC0:3; TFNP:1,Majority:8; Parity:4; QBF/TQBF:80; SAT:3,
arxiv:2511.14657,2511.14657,Redundancy rules for MaxSAT,2025,,proof-complexity,ok,28,98283,IP:1; NP:1,MAX-SAT:87; Parity:1; Pigeonhole:12; SAT:14,P != NP:1
arxiv:2511.14975,2511.14975,A Dichotomy for 1-Planarity with Restricted Crossing Types Parameterized by Treewidth,2025,,parameterized,ok,31,192894,FPT:7; NP:5,,
arxiv:2511.22122,2511.22122,Interactive Proofs For Distribution Testing With Conditional Oracles,2025,,interactive-proofs,ok,32,169984,BPP:16; IP:2; P:22; RL:5,Hitting Set:1,
arxiv:2512.02808,2512.02808,Search versus Decision for $\mathsf{S}_2^\mathsf{P}$,2025,,total-search,ok,5,10065,BPP:2; NP:5; P:48; P^NP:4; Pi2P:8; S2P:28; Sigma2P:8; TFNP:1; TFNP^NP:15; ZPP^NP:10; coNP:2,SAT:1,
arxiv:2512.07127,2512.07127,Digital-Analog-Digital Quantum Supremacy,2025,,average-case; quantum-complexity; structural,ok,9,93184,FBPP^NP:4; IQP:79; L:14; NP:1; PH:12; sharpP:2,Parity:1; Partition Function:5; Quantum Circuit Sampling:5,
arxiv:2512.08149,2512.08149,Adversarial Barrier in Uniform Class Separation,2025,,structural,ok,13,36187,NP:5,,P != NP:1; Random Oracle / Relativization:1
arxiv:2512.09374,2512.09374,Derandomizing Isolation In Catalytic Logspace,2025,,derandomization; space-complexity,ok,27,134694,AM:2; DTIME:1; L:3; MA:4; NL:1; P:20; SigmaP:2; TISP:17; ZPP:4,Circuit Evaluation:2; Determinant:2; Majority:1; Matching:16; Nisan-Wigderson:2; Parity:8; Reachability/STCON:1; SAT:14,Random Oracle / Relativization:1
arxiv:2512.11597,2512.11597,A slightly improved upper bound for quantum statistical zero-knowledge,2025,,interactive-proofs; quantum-complexity,ok,35,121441,AM:3; BQL:8; BQP:2; NC:3; NP^PP:1; P:2; PSPACE:10; QAM:10; QIP:120; QSZK:43; SZK:4; sharpP:1,Majority:1,
arxiv:2512.11820,2512.11820,Toward P vs NP: An Observer-Theoretic Separation via SPDP Rank and a ZFC-Equivalent Foundation within the N-Frame Model,2025,,meta-complexity; structural,ok,370,850649,DTIME:4; NC:12; NC0:3; NP:195; P:47; PSPACE:2; VNP:1; VP:1; sharpP:3,3SAT:12; Determinant:1; Hitting Set:3; Independent Set:1; Majority:6; Matching:1; Parity:11; Permanent:19; QBF/TQBF:2; SAT:20; Set Disjointness:26,ETH:2; P != NP:68; Random Oracle / Relativization:9; SETH:1
arxiv:2512.13210,2512.13210,Kernelization dichotomies for hitting minors under structural parameterizations,2025,,parameterized,ok,81,300416,FPT:10; NP:19; coNP:19,Graph Isomorphism:2; Hitting Set:4; Index:1; Pigeonhole:1; SAT:10; Vertex Cover:21,
arxiv:2601.00387,2601.00387,Exponential lower bound via exponential sums,2026,,algebraic-complexity; parameterized,ok,46,132048,CH:53; FPT:1; NP:9; P:44; PH:3; TC0:2; VF:1; VNP:41; VP:46; sharpP:1,Majority:2; Permanent:38,ETH:5; P != NP:3; Permanent vs Determinant:8
arxiv:2601.03020,2601.03020,Hardness of Regular Expression Matching with Extensions,2026,,algebraic-complexity; fine-grained,ok,40,121245,LOGCFL:2; NP:5; P:3,Clique:3; Matrix Multiplication:15; Orthogonal Vectors:61; Subset Sum:1,ETH:1; OV Conjecture:52; P != NP:2; SETH:9
arxiv:2601.04072,2601.04072,Optimal Monotone Depth-Three Circuit Lower Bounds for Majority,2026,,circuit-complexity,ok,0,7308,,,
arxiv:2601.05166,2601.05166,Inapproximability of Counting Permutation Patterns,2026,,counting-complexity; fine-grained; hardness-of-approximation; query-complexity,ok,4,41740,FPT:7; NP:1,3SAT:1; 3SUM:1,3SUM Conjecture:1; ETH:20
arxiv:2601.09343,2601.09343,Lower Bounds in Algebraic Complexity via Symmetry and Homomorphism Polynomials,2026,,algebraic-complexity; circuit-complexity; fine-grained; parameterized,ok,86,235647,FPT:5; VBP:37; VF:13; VNP:34; VP:66; sharpP:1,Determinant:6; Graph Isomorphism:2; Permanent:13,Permanent vs Determinant:5
arxiv:2601.09702,2601.09702,Diagonalization Without Relativization A Closer Look at the Baker-Gill-Solovay Theorem,2026,,meta-complexity; structural,ok,0,37371,AC0:2; ACC0:1; BQP:1; EXP:7; IP:3; NEXP:1; NP:41; P:34; PSPACE:4,3SAT:7; Factoring/Discrete Log:1; Graph Isomorphism:1; Parity:2; SAT:7; Word Problem:1,P != NP:8
arxiv:2601.10197,2601.10197,On the average-case complexity of learning states from the circular and Gaussian ensembles,2026,,average-case,ok,22,86345,,Parity:1,
arxiv:2601.12874,2601.12874,Quantum Interactive Oracle Proofs,2026,,communication-complexity; hardness-of-approximation; interactive-proofs; quantum-complexity,ok,132,229911,E:8; IP:2; L:26; L^E:1; MIP:1; P:50; PCP:25; QIP:1; QMA:44,Circuit Evaluation:2; Error-Correcting Code:7; Local Hamiltonian:5,
arxiv:2601.16182,2601.16182,Dynamic Pattern Matching with Wildcards,2026,,fine-grained,ok,13,18322,,,
arxiv:2601.16923,2601.16923,Conditionally Tight Algorithms for Maximum k-Coverage and Partial k-Dominating Set via Arity-Reducing Hypercuts,2026,,algebraic-complexity; fine-grained; hardness-of-approximation,ok,76,236107,FPT:2; NP:3,3SUM:1; APSP:1; Clique:1; Dominating Set:84; Independent Set:8; Matrix Multiplication:9; Orthogonal Vectors:8; Parity:1; Set Cover:5; Unique Games:1; Vertex Cover:2,ETH:2; Rich Verifier / Gap-ETH:1; SETH:2; Unique Games Conjecture:1
arxiv:2601.22393,2601.22393,Proof Complexity of Linear Logics,2026,,proof-complexity,ok,29,119783,NP:3; PSPACE:3; coNP:2,Pigeonhole:2,
arxiv:2602.00644,2602.00644,Hardness and Tractability of T_{h+1}-Free Edge Deletion,2026,,parameterized,ok,37,96008,FPT:10; IQP:8; NP:6,Hitting Set:5; Independent Set:4; Vertex Cover:11,
arxiv:2602.00754,2602.00754,Bounds for Hardness Condensation in the Query Model,2026,,quantum-complexity; query-complexity,ok,53,95245,,Hitting Set:1; Sensitivity/Block Sensitivity:31,Log-Rank Conjecture:7; Sensitivity Conjecture:1
arxiv:2602.01042,2602.01042,"On Condensation of Block Sensitivity, Certificate Complexity and the $\mathsf{AND}$ (and $\mathsf{OR}$) Decision Tree Complexity",2026,,query-complexity,ok,17,36516,,Sensitivity/Block Sensitivity:30,
arxiv:2602.03605,2602.03605,Lee-Yang tensors and Hamiltonian complexity,2026,,quantum-complexity,ok,30,106855,AM:1; BQP:4; NP:2; PH:3; QMA:4; RP:1; sharpP:1,Local Hamiltonian:3; Max-Cut:6; Orthogonal Vectors:1; Partition Function:19,
arxiv:2602.05186,2602.05186,Complexity of Sequence-to-Graph Alignment with Co-Linear Chaining,2026,,fine-grained,ok,7,41310,MA:1; NP:12,Edit Distance:5; Hamiltonian Path/Cycle:1; Pigeonhole:1,ETH:3; SETH:7
arxiv:2602.06903,2602.06903,The First Known Problem That Is FPT with Respect to Node Scanwidth but Not Treewidth,2026,,parameterized,ok,9,60986,FPT:19; XP:4,Dominating Set:5,
doi:10.4230/lipics.ccc.2026.28,2602.08441,Plethysm is in #BQP,2026,,algebraic-complexity; quantum-complexity,ok,22,118949,BQP:4; FP:1; GapP:8; MA:1; NP:5; P:15; PP:2; QMA:13; QMA1:3; VNP:2; VP:2; coNP:1; sharpP:14,Determinant:3; Matrix Multiplication:1; Permanent:2,
arxiv:2602.08630,2602.08630,Debate is efficient with your time,2026,,circuit-complexity; query-complexity,ok,15,53830,NC:1; NP:5; P:4; PCP:1; PSPACE:23,Karchmer-Wigderson:6; Majority:4; Parity:1,
arxiv:2602.09302,2602.09302,A Theory for Probabilistic Polynomial-Time Reasoning,2026,,circuit-complexity; counting-complexity; derandomization; proof-complexity; total-search,ok,104,401043,AC0:12; APX:23; BPP:39; FP:1; MA:1; PCP:5; Sigma2P:1; TFNP:13; ZPP:1; prBPP:1; prP:1,Majority:2; Nisan-Wigderson:3; PIT:2; Parity:12; Pigeonhole:19; Range Avoidance:3; SAT:1; Set Disjointness:5,Cryptographic Assumptions:1; P != NP:2
arxiv:2602.09385,2602.09385,Separating Quantum and Classical Advice with Good Codes,2026,,quantum-complexity; structural,ok,64,148261,L:20; coNP:1,Error-Correcting Code:9; Forrelation:9; Learning Parity with Noise:1; Local Hamiltonian:1; SAT:2,
arxiv:2602.09573,2602.09573,Higher Hardness Results for the Reconfiguration of Odd Matchings,2026,,structural,ok,12,68029,APX:6; NP:1; PTAS:5; Pi2P:14; PikP:1; Sigma3P:12; SigmakP:2,Matching:21; Set Cover:15,P != NP:3
arxiv:2602.10030,2602.10030,Optimal PRGs for Low-Degree Polynomials over Polynomial-Size Fields,2026,,circuit-complexity; derandomization,ok,35,73433,,Hitting Set:10,
arxiv:2602.10096,2602.10096,The Complexity of Proper Equilibrium in Extensive-Form and Polytope Games,2026,,total-search,ok,30,88852,CLS:1; NP:2; PPAD:5; RL:2; sharpP:4,Knapsack:2; Nash Equilibrium:8,P != NP:1
arxiv:2602.10206,2602.10206,Communication complexity bounds from information causality,2026,,communication-complexity,ok,8,66356,IP:10,Equality:6; Index:6; Inner Product:4; Search/Grover:1; Set Disjointness:11,
arxiv:2602.10253,2602.10253,The Complexity of Bayesian Network Learning: Revisiting the Superstructure,2026,,parameterized,ok,25,151586,E:4; FPT:11; NP:18; XP:4,Clique:1; Independent Set:7; Majority:3; Model Checking:1; Subset Sum:6; Vertex Cover:18,
arxiv:2602.11042,2602.11042,Characterizing Trainability of Instantaneous Quantum Polynomial Circuit Born Machines,2026,,quantum-complexity,ok,18,83535,FBPP^NP:1; IQP:71; NL:1; sharpP:1,Majority:1,
arxiv:2602.12209,2602.12209,Keeping a Secret Requires a Good Memory: Space Lower-Bounds for Private Algorithms,2026,,communication-complexity; space-complexity,ok,13,73164,,Majority:1,
arxiv:2602.12668,2602.12668,Independence-Number Parameterized Space Complexity for Directed Connectivity Certificate,2026,,space-complexity,ok,76,166829,NP:1; SC:4,Dominating Set:12; Edit Distance:1; Hamiltonian Path/Cycle:19; Independent Set:10; Max-Cut:1; Pigeonhole:1; Set Disjointness:21; Sorting/Selection:1; Vertex Cover:2,ETH:1; SETH:1
arxiv:2602.13449,2602.13449,An Algebraic Rigidity Framework for Order-Oblivious Deterministic Black-Box PIT of ROABPs,2026,,algebraic-complexity; circuit-complexity; derandomization,pdf-only,0,0,,,
arxiv:2602.14320,2602.14320,Catalytic Tree Evaluation From Matching Vectors,2026,,space-complexity,ok,39,95743,L:2; NC2:1; NL:3; P:3; TC1:1,Tree Evaluation:26,
doi:10.4230/lipics.ccc.2026.12,2602.14379,Fine-Grained Complexity for Quantum Problems from Size-Preserving Circuit-to-Hamiltonian Constructions,2026,,fine-grained; quantum-complexity,ok,31,116580,AH:1; DQC1:2; NP:1; P:2; QMA:17,3SAT:2; Edit Distance:1; Hamiltonian Path/Cycle:3; Local Hamiltonian:55; MAX-SAT:3; Orthogonal Vectors:1; Partition Function:27; SAT:33,ETH:6; SETH:38
arxiv:2602.16016,2602.16016,On the Complexity of Learning Nash Equilibria,2026,,total-search,ok,18,81360,CLS:20; FNP:1; NP:19; P:18; PLS:5; PPAD:44; RP:5; TFNP:4,Clique:1; Nash Equilibrium:86; QBF/TQBF:1,
arxiv:2602.16810,2602.16810,Separations above TFNP from Sherali-Adams Lower Bounds,2026,,proof-complexity; structural; total-search,ok,33,90489,AM:1; MA:1; Sigma2P:1; TFNP:1; coAM:1,Range Avoidance:1; Rigid Matrix:1,
arxiv:2602.17942,2602.17942,Convergent Gate Elimination and Constructive Circuit Lower Bounds,2026,,circuit-complexity,ok,25,84370,,MCSP:2; Parity:3; SAT:1; Search/Grover:2,ETH:3; P != NP:2
arxiv:2602.18238,2602.18238,A Dichotomy Theorem for Automatic Structures,2026,,counting-complexity,ok,64,176841,AC0:1; NL:5; NP:6; coNP:1,3SAT:2; CSP:8; Model Checking:1,
arxiv:2602.18380,2602.18380,The Complexity of Sparse Win-Lose Bimatrix Games,2026,,total-search,ok,50,148108,NE:14; PPAD:43; PTAS:2,Nash Equilibrium:15,
arxiv:2602.19934,2602.19934,Parallelism and Adaptivity in Student-Teacher Witnessing,2026,,circuit-complexity; proof-complexity; structural; total-search,ok,55,140556,DTIME:4; DeltaP:30; FP:4; FP^SigmaP:6; NP:10; P:20; PCP:1; PiP:2; SIZE:5; SigmaP:68,Factoring/Discrete Log:1; Majority:1; Nisan-Wigderson:2,PH does not collapse:2
arxiv:2602.20832,2602.20832,Polynomial Identity Testing and Reconstruction for Depth-4 Powering Circuits of High Degree,2026,,algebraic-complexity,ok,35,96706,NP:3; Wk:4,Determinant:7; Hitting Set:14; PIT:19,
arxiv:2602.22619,2602.22619,SYK thermal expectations are classically easy at any temperature,2026,,circuit-complexity; quantum-complexity,ok,38,173537,AM:1; FPTAS:2; NP:1,Local Hamiltonian:4; Parity:1; Partition Function:37; Permanent:2,
arxiv:2603.02656,2603.02656,Quantum Algorithms for Approximate Graph Isomorphism Testing,2026,,quantum-complexity; query-complexity,ok,58,112520,BQP:1; NP:2,Collision/Element Distinctness:1; Edit Distance:12; Graph Isomorphism:23; Majority:1,
arxiv:2603.06644,2603.06644,Quantum Deep Learning: A Comprehensive Review,2026,,quantum-complexity,ok,0,278438,RL:14; sharpP:1,Parity:2; Partition Function:2; Quantum Circuit Sampling:1; Search/Grover:1; Simon/Bernstein-Vazirani:1,
arxiv:2603.09379,2603.09379,A Simple Constructive Bound on Circuit Size Change Under Truth Table Perturbation,2026,,circuit-complexity; meta-complexity,ok,1,11751,,MCSP:3; SAT:6,
arxiv:2603.09846,2603.09846,Almost-Optimal Upper and Lower Bounds for Clustering in Low Dimensional Euclidean Spaces,2026,,fine-grained,ok,24,94133,APX:1; FPT:2; NP:1; PTAS:1,3SAT:2; SAT:2; TSP:5; Vertex Cover:17,ETH:10; Rich Verifier / Gap-ETH:8
arxiv:2603.11270,2603.11270,On the PLS-Completeness of $k$-Opt Local Search for the Traveling Salesman Problem,2026,,total-search,ok,28,100970,NP:2; PLS:70,Hamiltonian Path/Cycle:3; Local Search:7; Max-Cut:26; Parity:63; SAT:1; Set Cover:1; TSP:38,
arxiv:2603.11332,2603.11332,On the Computational Hardness of Transformers,2026,,algebraic-complexity; communication-complexity; fine-grained,ok,41,155079,NP:1; P:1,3SUM:2; Diameter:1; Edit Distance:1; Matrix Multiplication:15; Orthogonal Vectors:3; Parity:1; SAT:1; Subset Sum:1,ETH:4; P != NP:1; SETH:11
arxiv:2603.12999,2603.12999,Tight (S)ETH-based Lower Bounds for Pseudopolynomial Algorithms for Bin Packing and Multi-Machine Scheduling,2026,,fine-grained; parameterized,ok,59,270749,FPTAS:1; NP:3,3SAT:8; Knapsack:7; Matching:1; SAT:4; Set Cover:2; Subset Sum:59; Vertex Cover:2,ETH:67; SETH:61
arxiv:2603.22211,2603.22211,Topological Collapse: P = NP Implies #P = FP via Solution-Space Homology,2026,,structural,ok,6,26040,FP:29; IP:2; MIP:1; MIPstar:1; NP:47; P:124; PH:21; PP:1; PSPACE:2; P^FP:1; sharpP:57,3SAT:15; Error-Correcting Code:1; SAT:1,P != NP:24; PH does not collapse:2; Random Oracle / Relativization:12
arxiv:2603.28265,2603.28265,Fine-Grained Complexity of Continuous Euclidean k-Center,2026,,fine-grained,ok,46,208203,FPT:4; NP:3,3SAT:1; 3SUM:68; CSP:14; TSP:1,3SUM Conjecture:9; ETH:22
arxiv:2603.28527,2603.28527,The Power of Power-of-SWAP: Postselected Quantum Computation with the Exchange Interaction,2026,,quantum-complexity; structural,ok,21,157987,BPP:3; BQP:28; DQC1:5; E^P:1; FBPP^NP:1; FNP:1; IP:1; IQP:9; NE:1; NP:1; P:8; PH:2; PP:3; QMA:1; sharpP:1,Determinant:7; Error-Correcting Code:2; Parity:1; Partition Function:30; Permanent:1,PH does not collapse:1
arxiv:2604.01041,2604.01041,Lower Bounds on Inverse Cellular Automata via Proof Complexity,2026,,proof-complexity,ok,43,115639,NP:4; P:1; coNP:4,Pigeonhole:6; SAT:11,P != NP:1
arxiv:2604.02606,2604.02606,Polynomial-Time Almost Log-Space Tree Evaluation by Catalytic Pebbling,2026,,space-complexity,gone,0,0,,,
arxiv:2604.05161,2604.05161,SMB algebras II: On the Constraint Satisfaction Problem over Semilattices of Mal'cev Blocks,2026,,counting-complexity,ok,79,178843,FP:1; NP:5; RP:5,CSP:141; Model Checking:2,
arxiv:2604.07278,2604.07278,Multiple Planted Structures Below $\sqrt{n}$: An SoS Integrality Gap and an SQ Lower Bound,2026,,average-case,ok,38,60203,,Clique:1; Planted Clique:9,
arxiv:2604.08731,2604.08731,Optimal Single-Pass Streaming Lower Bounds for Approximating CSPs,2026,,communication-complexity,ok,65,182765,,CSP:110; MAX-SAT:1; Max-Cut:8; Random k-SAT Refutation:1,
arxiv:2604.10819,2604.10819,Differentially Private Verification of Distribution Properties,2026,,communication-complexity; interactive-proofs; query-complexity,ok,36,121750,AM:32; MA:7; NP:1,Error-Correcting Code:1; Majority:2,
